Kitchen_1,Kitchen_2,Bedroom_2,Bedroom_4,Bedroom_5,Bedroom_6,BsmtFullBath_1,BsmtFullBath_3,LotArea,HalfBath_1,OpenPorchSF,2ndFlrSF,WoodDeckSF,LotFrontage,BsmtFinSF1,Fireplaces_1,Fireplaces_2,MasVnrArea,YearRemodAdd,YearBuilt,TotRmsAbvGrd_6,TotRmsAbvGrd_8,FullBath_3,TotalBsmtSF,GarageArea,GarageCars_3,GarageCars_4,GrLivArea,OverallQual_2,OverallQual_3,OverallQual_4,OverallQual_5,OverallQual_7,OverallQual_8,OverallQual_9,OverallQual_10,SalePrice
True,False,False,False,False,False,False,False,10690,False,128,672,0,59.0,456,False,False,0.0,1997,1920,True,False,False,672,468,False,False,1344,False,False,False,True,False,False,False,False,147000
True,False,False,False,False,False,True,False,9500,True,76,0,0,68.40684410646388,609,False,True,247.0,1963,1963,True,False,False,1394,514,False,False,1394,False,False,False,False,False,False,False,False,159000
True,False,False,False,False,False,False,False,9150,False,110,0,64,101.0,371,True,False,305.0,1962,1962,True,False,False,1099,296,False,False,1431,False,False,False,False,False,False,False,False,165000
True,False,True,False,False,False,False,False,7800,False,98,0,0,78.0,540,True,False,200.0,1954,1954,False,False,False,1268,244,False,False,1268,False,False,False,True,False,False,False,False,132000
True,False,False,False,False,False,True,False,9830,False,17,0,364,68.40684410646388,72,True,False,0.0,2006,1959,False,False,False,1063,576,False,False,1287,False,False,False,True,False,False,False,False,162000
True,False,False,False,False,False,False,False,8121,True,40,711,100,68.40684410646388,0,True,False,0.0,2000,2000,False,False,False,953,460,False,False,1664,False,False,False,False,False,False,False,False,172400
True,False,True,False,False,False,True,False,7175,False,0,0,353,50.0,623,False,False,0.0,1984,1984,False,False,False,744,264,False,False,752,False,False,False,False,False,False,False,False,125000
True,False,False,False,False,False,True,False,10634,False,0,0,66,79.0,428,False,False,0.0,1953,1953,False,False,False,608,270,False,False,1319,False,False,False,True,False,False,False,False,123000
True,False,False,True,False,False,False,False,8200,True,48,1081,100,65.0,0,True,False,0.0,2004,2003,False,True,False,847,434,False,False,1928,False,False,False,False,True,False,False,False,219500
True,False,False,False,False,False,True,False,10020,True,0,0,0,68.40684410646388,350,False,False,0.0,1950,1922,False,False,False,683,0,False,False,904,False,False,False,False,False,False,False,False,61000
True,False,True,False,False,False,False,False,8846,False,0,0,0,57.0,298,False,False,0.0,1996,1996,False,False,False,870,576,False,False,914,False,False,False,True,False,False,False,False,148000
True,False,False,False,False,False,False,False,8123,True,63,793,100,60.0,0,True,False,16.0,2000,2000,False,False,False,982,463,False,False,1800,False,False,False,False,False,False,False,False,179000
True,False,False,False,False,False,False,False,5000,False,0,665,0,50.0,218,True,False,0.0,1950,1924,True,False,False,1026,308,False,False,1691,False,False,False,True,False,False,False,False,127000
True,False,True,False,False,False,True,False,7200,False,121,0,216,60.0,0,True,False,0.0,2006,2006,False,False,False,1293,572,False,False,1301,False,False,False,False,True,False,False,False,187750
True,False,False,False,False,False,False,False,9245,True,53,858,144,79.0,0,False,False,0.0,2006,2006,False,True,False,939,639,False,False,1797,False,False,False,False,True,False,False,False,213500
True,False,True,False,False,False,False,False,9000,False,0,0,0,60.0,0,False,False,0.0,1950,1928,False,False,False,784,360,False,False,784,False,False,False,False,False,False,False,False,76000
True,False,True,False,False,False,False,False,3182,False,20,0,146,43.0,24,True,False,16.0,2005,2004,True,False,False,1256,430,False,False,1269,False,False,False,False,False,True,False,False,192000
True,False,False,False,True,False,False,False,8410,False,151,526,0,58.0,0,False,False,0.0,1996,1910,False,True,False,658,0,False,False,1184,False,False,False,True,False,False,False,False,81000
True,False,False,False,False,False,True,False,7200,False,0,0,296,72.0,631,True,False,255.0,1976,1976,True,False,False,1041,352,False,False,1125,False,False,False,False,False,False,False,False,125000
True,False,False,False,False,False,False,False,9382,False,25,0,120,93.0,0,False,False,125.0,2000,1999,True,False,False,1468,577,False,False,1479,False,False,False,False,True,False,False,False,191000
True,False,False,False,False,False,True,False,12474,True,134,590,196,96.0,1280,True,False,272.0,2008,2007,False,False,False,1682,846,True,False,2332,False,False,False,False,False,False,False,True,426000
True,False,False,True,False,False,True,False,8405,False,130,406,0,50.0,241,False,False,0.0,1950,1900,False,False,False,861,384,False,False,1367,False,False,False,True,False,False,False,False,119000
True,False,True,False,False,False,False,False,7446,False,0,0,0,68.40684410646388,266,False,True,0.0,1950,1941,False,False,False,788,0,False,False,788,False,False,True,False,False,False,False,False,100000
True,False,True,False,False,False,False,False,10134,False,39,299,0,60.0,0,False,False,0.0,1950,1940,False,False,False,735,240,False,False,1034,False,False,False,True,False,False,False,False,109000
True,False,False,False,False,False,True,False,9571,False,0,0,44,68.0,739,False,False,0.0,1956,1956,True,False,False,1144,596,False,False,1144,False,False,False,True,False,False,False,False,129000
True,False,True,False,False,False,False,False,7200,False,0,0,215,60.0,777,False,False,0.0,1972,1972,True,False,False,894,600,False,False,894,False,False,False,True,False,False,False,False,123000
True,False,True,False,False,False,False,False,8967,False,0,0,0,60.0,0,False,False,0.0,1950,1920,True,False,False,961,338,False,False,1077,False,False,False,True,False,False,False,False,67000
True,False,False,False,False,False,True,False,14963,True,30,0,120,38.0,786,False,True,0.0,1996,1996,False,False,False,1260,500,False,False,1288,False,False,False,False,False,True,False,False,245500
True,False,False,False,False,False,False,False,8767,False,0,0,0,65.0,24,True,False,0.0,2005,2005,True,False,False,1310,400,False,False,1310,False,False,False,False,True,False,False,False,164990
True,False,True,False,False,False,False,False,10200,False,0,0,168,60.0,0,False,False,0.0,1997,1940,False,False,False,672,240,False,False,672,False,False,False,True,False,False,False,False,108000
True,False,False,False,False,False,False,False,10364,True,40,766,0,68.40684410646388,0,True,False,0.0,1996,1995,False,False,False,806,373,False,False,1572,False,False,False,False,False,False,False,False,168000
True,False,False,False,False,False,True,False,9991,False,78,0,120,68.40684410646388,1116,True,False,0.0,1993,1976,False,True,False,1281,490,False,False,1620,False,False,True,False,False,False,False,False,150000
True,False,False,False,False,False,False,False,10480,False,0,0,0,51.0,0,False,False,0.0,1950,1936,True,False,False,1064,240,False,False,1639,False,False,False,False,False,False,False,False,115000
True,False,False,True,False,False,False,False,15576,False,0,840,0,63.0,0,False,False,0.0,1976,1915,False,True,False,840,308,False,False,1680,False,False,False,False,False,False,False,False,177000
True,False,False,False,False,False,True,False,10800,True,102,1028,0,85.0,789,True,False,100.0,2008,2007,False,True,False,1034,836,True,False,2078,False,False,False,False,False,True,False,False,339750
True,False,False,False,False,False,False,False,9571,False,0,0,0,68.0,0,False,False,0.0,1958,1958,False,False,False,1276,350,False,False,1276,False,False,False,True,False,False,False,False,60000
True,False,True,False,False,False,False,False,8960,False,0,0,0,56.0,0,True,False,0.0,1950,1927,False,False,False,1008,360,False,False,1028,False,False,False,True,False,False,False,False,115000
True,False,False,False,False,False,False,False,8899,False,30,0,100,73.0,24,False,False,0.0,2007,2007,True,False,False,1340,396,False,False,1340,False,False,False,False,True,False,False,False,181134
True,False,False,False,False,False,False,False,7844,True,0,728,0,74.0,209,True,False,203.0,1978,1978,True,False,False,672,440,False,False,1400,False,False,False,False,False,False,False,False,149500
True,False,False,False,False,False,True,False,8160,True,0,378,0,60.0,312,False,False,0.0,1950,1940,False,False,False,756,240,False,False,1134,False,False,False,True,False,False,False,False,126000
True,False,False,False,False,False,True,False,8450,False,85,0,0,65.0,775,True,False,0.0,1968,1968,True,False,False,1056,304,False,False,1056,False,False,False,True,False,False,False,False,142000
False,True,True,False,False,False,False,False,7060,False,0,0,0,78.0,1309,False,False,200.0,1998,1997,False,True,False,1344,784,False,True,1344,False,False,False,False,True,False,False,False,206300
True,False,False,False,False,False,False,False,16635,False,0,0,240,68.40684410646388,1246,True,False,126.0,2000,1977,False,True,False,1602,529,False,False,1602,False,False,False,False,False,False,False,False,215000
True,False,True,False,False,False,True,False,9000,False,44,0,0,72.0,616,True,False,74.0,1956,1956,True,False,False,1196,297,False,False,1196,False,False,False,False,False,False,False,False,139000
True,False,False,False,False,False,False,False,3378,True,0,682,0,60.0,0,False,True,0.0,1992,1946,True,False,False,651,240,False,False,1389,False,False,False,False,True,False,False,False,135000
True,False,True,False,False,False,True,False,12800,False,0,0,80,68.40684410646388,1518,True,False,145.0,1989,1989,False,False,False,1518,569,False,False,1644,False,False,False,False,True,False,False,False,275000
True,False,False,False,False,False,False,False,8593,False,0,0,0,77.0,288,False,False,0.0,1957,1957,False,False,False,907,352,False,False,907,False,False,True,False,False,False,False,False,109008
True,False,True,False,False,False,True,False,6762,False,54,0,105,64.0,664,False,False,108.0,2007,2007,True,False,False,1208,628,False,False,1208,False,False,False,False,True,False,False,False,195400
True,False,False,True,False,False,False,False,5586,False,98,110,0,60.0,0,False,False,0.0,1998,1920,False,False,False,901,0,False,False,1198,False,False,False,False,False,False,False,False,79900
True,False,False,False,False,False,False,False,10839,True,36,678,0,100.0,0,True,False,0.0,1998,1997,False,False,False,926,470,False,False,1604,False,False,False,False,False,False,False,False,181000
True,False,False,False,False,False,True,False,10667,True,61,834,158,43.0,385,True,False,0.0,1996,1996,True,False,False,799,550,False,False,1661,False,False,False,False,True,False,False,False,212000
True,False,True,False,False,False,False,False,4400,False,0,384,0,40.0,0,False,False,0.0,1950,1920,True,False,False,648,440,False,False,1118,False,False,False,False,False,False,False,False,116000
True,False,True,False,False,False,False,False,6000,False,0,0,0,50.0,0,False,False,0.0,2004,1926,False,False,False,884,180,False,False,904,False,False,False,False,False,False,False,False,119000
True,False,True,False,False,False,False,False,4280,False,0,0,0,40.0,365,True,False,0.0,2002,1913,False,False,False,440,352,False,False,694,False,False,False,True,False,False,False,False,90350
True,False,False,False,False,False,False,False,12354,False,46,512,0,67.0,0,False,False,0.0,2000,1920,False,False,False,684,528,False,False,1196,False,False,False,False,False,False,False,False,110000
False,True,False,True,False,False,False,False,12108,False,0,0,0,92.0,133,False,False,270.0,1955,1955,False,True,False,1440,0,False,False,1440,False,False,True,False,False,False,False,False,118000
True,False,False,False,False,False,False,False,6240,False,0,445,0,52.0,0,True,False,0.0,1992,1930,False,True,False,1078,360,False,False,1573,False,False,False,True,False,False,False,False,162900
True,False,True,False,False,False,False,False,3922,False,16,0,144,53.0,0,True,False,72.0,2007,2006,True,False,False,1258,648,True,False,1258,False,False,False,False,True,False,False,False,172500
True,False,False,True,False,False,True,False,8750,True,133,975,144,70.0,642,True,False,0.0,1995,1994,False,True,False,915,493,False,False,1908,False,False,False,False,True,False,False,False,210000
True,False,False,False,False,False,False,False,9855,False,0,0,0,73.0,0,True,False,0.0,1956,1956,False,False,False,1436,480,False,False,1689,False,False,False,False,False,False,False,False,127500
True,False,False,True,False,False,False,False,11214,True,0,930,89,68.40684410646388,0,True,False,0.0,1999,1998,False,False,False,930,431,False,False,1886,False,False,False,False,True,False,False,False,199900
True,False,False,False,False,False,False,False,8600,False,0,596,0,50.0,0,True,False,0.0,1950,1937,False,False,False,780,198,False,False,1376,False,False,False,False,False,False,False,False,119500
True,False,True,False,False,False,False,False,5684,False,113,0,0,70.0,0,False,False,0.0,2005,1930,False,False,False,813,270,False,False,813,False,False,False,False,False,False,False,False,110000
True,False,False,False,False,False,True,False,9303,True,122,868,144,68.40684410646388,742,False,False,42.0,1997,1996,False,False,False,872,422,False,False,1756,False,False,False,False,False,False,False,False,204000
True,False,False,False,False,False,False,False,9000,True,30,804,0,75.0,0,False,False,0.0,2008,2008,True,False,False,768,676,False,False,1590,False,False,False,False,False,True,False,False,210000
False,True,False,True,False,False,False,False,9297,False,0,0,0,63.0,1606,False,False,0.0,1976,1976,False,True,False,1728,560,False,False,1728,False,False,False,True,False,False,False,False,188000
True,False,False,False,False,False,False,False,9600,True,0,0,0,80.0,916,True,False,320.0,1973,1973,True,False,False,1242,528,False,False,1242,False,False,False,False,True,False,False,False,175500
True,False,False,True,False,False,False,False,4571,False,0,720,0,34.0,0,False,False,0.0,1950,1916,False,False,False,624,513,True,False,1344,False,False,False,True,False,False,False,False,98000
True,False,False,False,False,False,False,False,5100,False,63,833,192,68.40684410646388,0,True,False,0.0,1996,1925,False,False,False,588,228,False,False,1666,False,False,False,False,False,True,False,False,161000
True,False,False,False,False,False,True,False,7015,False,0,224,0,68.40684410646388,185,True,False,161.0,1950,1950,False,False,False,709,352,False,False,1203,False,False,False,True,False,False,False,False,110000
True,False,False,False,False,False,True,False,8004,True,150,1103,0,75.0,544,False,False,110.0,2009,2009,False,True,False,832,552,False,False,1935,False,False,False,False,False,True,False,False,263435
True,False,False,False,False,False,True,False,7200,False,0,560,256,60.0,350,False,False,0.0,2007,1936,True,False,False,560,576,False,False,1135,False,False,False,False,True,False,False,False,155000
True,False,False,False,False,False,False,False,8281,False,0,0,0,60.0,553,True,False,0.0,1965,1965,False,False,False,864,360,False,False,864,False,False,False,True,False,False,False,False,62383
True,False,False,False,False,False,False,False,11988,True,0,811,0,74.0,326,True,False,0.0,1995,1934,True,False,False,715,240,False,False,1660,False,False,False,False,False,False,False,False,188700
True,False,False,False,False,False,False,False,8430,False,0,0,0,60.0,616,False,False,136.0,1978,1978,False,False,False,1040,0,False,False,1040,False,False,False,True,False,False,False,False,124000
True,False,True,False,False,False,False,False,3072,False,20,0,144,68.40684410646388,0,True,False,18.0,2004,2004,True,False,False,1375,398,False,False,1414,False,False,False,False,True,False,False,False,178740
True,False,True,False,False,False,True,False,10628,False,0,0,0,85.0,778,True,False,0.0,1970,1970,False,False,False,1277,526,False,False,1277,False,False,False,False,True,False,False,False,167000
True,False,False,False,False,False,False,False,9480,True,0,756,168,79.0,386,False,True,224.0,1995,1942,False,False,False,728,312,False,False,1644,False,False,False,True,False,False,False,False,146500
True,False,False,False,False,False,False,False,11428,False,44,0,0,98.0,0,True,False,248.0,2006,2006,False,False,False,1626,866,True,False,1634,False,False,False,False,False,True,False,False,250000
True,False,False,False,False,False,False,False,9291,True,70,878,144,76.0,426,False,False,120.0,1993,1993,False,False,False,832,506,False,False,1710,False,False,False,False,False,False,False,False,187000
True,False,False,False,False,False,True,False,6820,True,54,0,0,68.40684410646388,368,False,False,0.0,1985,1985,False,False,False,1488,528,False,False,1502,False,False,False,False,False,True,False,False,212000
True,False,False,False,False,False,False,False,11952,True,0,808,0,92.0,0,True,False,0.0,1977,1977,False,True,False,808,534,False,False,1969,False,False,False,False,True,False,False,False,190000
True,False,True,False,False,False,True,False,3675,False,28,0,0,35.0,459,False,False,80.0,2005,2005,False,False,False,547,525,False,False,1072,False,False,False,False,False,False,False,False,148000
True,False,True,False,False,False,True,False,5330,False,48,0,96,41.0,1196,False,False,0.0,2000,2000,True,False,False,1494,499,False,False,1652,False,False,False,False,False,True,False,False,251000
True,False,True,False,False,False,True,False,8480,False,24,0,0,80.0,630,False,False,0.0,1963,1963,False,False,False,970,624,False,False,970,False,False,False,True,False,False,False,False,132500
True,False,False,False,False,False,True,False,13125,False,39,0,140,75.0,994,True,False,215.0,1998,1997,False,False,False,1478,508,False,False,1493,False,False,False,False,False,False,False,False,208900
True,False,False,False,False,False,True,False,10637,False,44,0,208,79.0,1288,True,False,336.0,2008,2007,False,False,False,1705,826,True,False,1718,False,False,False,False,False,True,False,False,297000
True,False,False,True,False,False,True,False,2500,True,0,910,0,50.0,299,True,False,0.0,2005,1915,False,False,False,910,164,False,False,1826,False,False,False,False,True,False,False,False,155000
True,False,False,False,False,False,True,False,7758,False,132,0,0,68.40684410646388,588,False,False,0.0,2001,1962,True,False,False,999,264,False,False,999,False,False,False,True,False,False,False,False,132500
True,False,False,False,False,False,False,False,9600,False,80,0,0,80.0,607,True,False,0.0,2007,1950,False,False,False,1113,264,False,False,1113,False,False,False,True,False,False,False,False,147000
True,False,False,False,False,False,True,False,10289,True,0,0,0,79.0,836,False,False,168.0,1965,1965,True,False,False,1073,515,False,False,1073,False,False,False,True,False,False,False,False,156000
True,False,False,False,False,False,False,False,12243,False,0,0,224,70.0,998,True,False,0.0,1971,1971,False,False,False,1484,487,False,False,1484,False,False,False,True,False,False,False,False,175000
False,True,False,False,False,False,False,False,10800,False,0,648,142,60.0,664,True,False,0.0,1970,1900,False,False,False,954,520,False,False,2414,False,False,False,True,False,False,False,False,160000
True,False,False,False,False,False,False,False,2665,True,24,688,141,68.40684410646388,0,True,False,0.0,1976,1976,False,False,False,264,336,False,False,1304,False,False,False,True,False,False,False,False,115000
True,False,False,False,False,False,True,False,9490,False,0,620,0,79.0,403,False,True,0.0,1950,1941,False,False,False,806,240,False,False,1578,False,False,False,False,False,False,False,False,133000
True,False,False,False,False,False,False,False,15578,True,0,728,0,105.0,0,False,False,0.0,2006,2006,False,True,False,728,429,False,False,1456,False,False,False,False,False,False,False,False,172785
True,False,False,False,False,False,False,False,7931,True,0,0,0,70.0,374,True,False,0.0,1960,1960,True,False,False,1269,308,False,False,1269,False,False,False,True,False,False,False,False,155000
True,False,True,False,False,False,False,False,5784,False,20,0,144,50.0,0,False,False,0.0,1996,1938,False,False,False,190,273,False,False,886,False,False,False,True,False,False,False,False,91300
True,False,False,True,False,False,True,False,9120,False,100,687,0,60.0,329,False,False,0.0,1950,1925,False,True,False,1026,240,False,False,1820,False,False,False,False,True,False,False,False,184000
True,False,False,False,False,False,False,False,7800,False,0,0,64,65.0,450,False,False,89.0,2004,1967,False,False,False,864,288,False,False,899,False,False,False,True,False,False,False,False,130000
True,False,False,False,False,False,False,False,9803,True,108,902,0,75.0,400,False,False,0.0,2005,2005,False,False,False,866,603,False,False,1768,False,False,False,False,True,False,False,False,226700
True,False,True,False,False,False,True,False,9170,False,0,0,0,70.0,698,False,False,0.0,1965,1965,True,False,False,1214,461,False,False,1214,False,False,False,True,False,False,False,False,140000
True,False,False,False,False,False,True,False,15602,False,54,0,0,100.0,1247,False,True,0.0,1997,1959,True,False,False,1501,484,False,False,1801,False,False,False,False,True,False,False,False,289000
False,True,False,True,False,False,False,False,7596,False,0,1000,0,60.0,0,False,False,360.0,1952,1952,False,False,False,960,400,False,False,1960,False,False,False,True,False,False,False,False,124500
True,False,False,False,False,False,False,False,9554,True,81,846,182,80.0,380,True,False,125.0,1994,1993,False,True,False,777,471,False,False,1911,False,False,False,False,False,True,False,False,215000
True,False,True,False,False,False,False,False,7862,False,102,0,0,75.0,27,False,False,0.0,2009,2009,False,False,False,1218,676,False,False,1218,False,False,False,False,False,False,False,False,208300
True,False,False,False,False,False,False,False,9600,False,0,689,0,60.0,141,True,False,0.0,2005,1928,False,False,False,689,360,False,False,1378,False,False,False,False,True,False,False,False,161000
True,False,False,False,False,False,True,False,9600,False,88,0,224,80.0,991,False,False,132.0,1959,1959,True,False,False,1041,270,False,False,1041,False,False,False,True,False,False,False,False,124500
True,False,True,False,False,False,True,False,14559,False,42,0,324,75.0,650,False,True,70.0,2000,1951,True,False,False,1008,288,False,False,1363,False,False,False,True,False,False,False,False,164900
True,False,True,False,False,False,False,False,6792,False,35,0,132,40.0,0,True,False,94.0,2006,2005,True,False,False,1368,474,False,False,1368,False,False,False,False,True,False,False,False,202665
True,False,False,False,False,False,True,False,9100,False,0,0,0,70.0,521,False,False,0.0,1958,1958,False,False,False,864,624,False,False,864,False,False,False,True,False,False,False,False,129900
True,False,False,False,False,False,False,False,9187,True,0,0,120,71.0,336,False,False,0.0,1983,1983,False,False,False,1084,484,False,False,1080,False,False,False,False,False,False,False,False,134000
True,False,True,False,False,False,False,False,10594,False,0,0,0,55.0,0,False,False,0.0,1950,1926,False,False,False,768,200,False,False,789,False,False,False,True,False,False,False,False,96500
True,False,False,False,False,False,False,False,10448,True,104,741,0,68.40684410646388,0,True,False,333.0,1972,1972,False,False,False,689,583,False,False,2119,False,False,False,False,False,False,False,False,158000
True,False,False,False,False,False,True,False,9531,True,36,914,0,68.40684410646388,706,False,False,0.0,1998,1998,False,False,False,794,546,False,False,1796,False,False,False,False,False,False,False,False,211000
True,False,False,False,False,False,False,False,10918,True,0,804,0,53.0,0,False,True,0.0,2004,1926,False,False,False,1276,282,False,False,2080,False,False,False,False,True,False,False,False,234000
True,False,False,False,False,False,False,False,11988,True,40,0,0,90.0,777,False,True,0.0,1957,1957,True,False,False,1244,336,False,False,1244,False,False,False,False,False,False,False,False,150000
True,False,False,False,False,False,False,False,5000,False,24,660,0,50.0,399,False,True,0.0,1950,1947,False,False,False,1004,420,False,False,1664,False,False,False,False,False,False,False,False,159000
True,False,False,False,False,False,False,False,7500,False,144,0,38,62.0,0,True,False,0.0,2005,2005,True,False,False,1257,453,False,False,1266,False,False,False,False,True,False,False,False,176000
True,False,True,False,False,False,False,False,13300,False,0,0,261,70.0,377,False,False,0.0,2000,1956,False,False,False,928,252,False,False,928,False,False,False,True,False,False,False,False,132000
True,False,True,False,False,False,True,False,9098,False,0,0,0,58.0,348,False,False,0.0,2002,1920,False,False,False,528,0,False,False,605,False,False,True,False,False,False,False,False,86000
True,False,False,False,False,False,True,False,10200,False,0,0,224,85.0,783,True,False,219.0,1989,1988,False,False,False,1461,600,False,False,1509,False,False,False,False,False,False,False,False,175000
True,False,False,False,False,False,False,False,6155,False,0,611,0,60.0,0,False,False,0.0,1999,1920,True,False,False,611,502,False,False,1362,False,False,False,False,False,False,False,False,128000
True,False,False,False,False,False,False,False,9056,True,35,707,100,74.0,0,True,False,0.0,2004,2004,True,False,False,707,403,False,False,1414,False,False,False,False,False,True,False,False,178000
True,False,False,False,False,False,True,False,7000,False,0,527,85,70.0,969,False,False,0.0,1991,1910,False,False,False,1117,0,False,False,1347,False,False,False,True,False,False,False,False,107500
True,False,False,False,False,False,False,False,8924,True,155,844,120,57.0,0,False,False,0.0,1999,1998,False,True,False,880,527,False,False,1724,False,False,False,False,True,False,False,False,188000
True,False,False,False,False,False,False,False,12735,False,0,0,216,68.40684410646388,600,False,False,0.0,1972,1972,False,False,False,864,576,False,False,864,False,False,True,False,False,False,False,False,111250
True,False,False,True,False,False,False,False,11000,True,56,1288,0,68.40684410646388,0,True,False,72.0,2000,2000,False,True,False,969,648,True,False,2285,False,False,False,False,False,True,False,False,248000
True,False,False,False,False,False,True,False,10140,False,73,0,78,78.0,144,True,False,0.0,1999,1998,False,False,False,1650,583,False,False,1680,False,False,False,False,True,False,False,False,213250
True,False,False,False,False,False,True,False,4058,False,40,0,120,34.0,584,False,False,182.0,1998,1998,False,False,False,723,367,False,False,767,False,False,False,False,True,False,False,False,133000
True,False,False,False,False,False,True,False,17104,True,24,832,100,58.0,554,True,False,0.0,2006,2006,False,False,False,654,426,False,False,1496,False,False,False,False,True,False,False,False,179665
True,False,False,True,False,False,False,False,13837,True,0,806,0,68.40684410646388,1002,False,False,178.0,1988,1988,False,False,False,1204,786,True,False,2183,False,False,False,False,True,False,False,False,229000
True,False,False,False,False,False,False,False,8737,True,38,720,0,70.0,300,True,False,0.0,1950,1923,True,False,False,1065,440,False,False,1635,False,False,False,False,False,False,False,False,210000
True,False,True,False,False,False,True,False,7244,False,0,0,104,54.0,619,False,False,0.0,1970,1970,False,False,False,768,624,False,False,768,False,False,False,True,False,False,False,False,129500
True,False,True,False,False,False,True,False,8235,False,50,0,140,49.0,180,False,False,0.0,1995,1955,False,False,False,825,720,False,False,825,False,False,False,True,False,False,False,False,125000
True,False,True,False,False,False,False,False,4043,False,55,0,0,53.0,559,False,False,0.0,1977,1977,False,False,False,1069,440,False,False,1069,False,False,False,False,False,False,False,False,140000
True,False,False,False,False,False,False,False,6000,False,0,0,0,50.0,308,False,False,0.0,1957,1957,False,False,False,928,288,False,False,928,False,False,False,True,False,False,False,False,112500
True,False,False,False,False,False,True,False,10625,True,62,1040,320,85.0,866,True,False,292.0,2004,2003,False,True,False,998,871,True,False,2046,False,False,False,False,True,False,False,False,284000
True,False,True,False,False,False,False,False,6380,False,0,0,0,58.0,0,True,False,0.0,1950,1922,False,False,False,993,280,False,False,1048,False,False,False,True,False,False,False,False,113000
True,False,True,False,False,False,True,False,14850,False,0,0,268,69.0,895,True,False,0.0,1957,1957,True,False,False,1092,299,False,False,1092,False,False,False,True,False,False,False,False,141000
True,False,False,False,False,False,False,False,11040,True,47,439,0,60.0,637,False,False,0.0,1950,1920,False,False,False,637,570,False,False,1336,False,False,True,False,False,False,False,False,108000
True,False,True,False,False,False,False,False,3196,False,20,0,143,68.40684410646388,0,True,False,18.0,2004,2003,False,False,False,1374,420,False,False,1557,False,False,False,False,True,False,False,False,234000
True,False,False,False,False,False,True,False,11341,True,0,0,0,68.40684410646388,1302,True,False,180.0,1996,1957,False,False,False,1392,528,False,False,1392,False,False,False,True,False,False,False,False,121500
True,False,True,False,False,False,True,False,10010,False,38,0,240,77.0,1071,True,False,0.0,1975,1974,True,False,False,1389,418,False,False,1389,False,False,False,True,False,False,False,False,170000
True,False,False,False,False,False,True,False,13907,False,0,0,144,63.0,290,True,False,0.0,1969,1940,True,False,False,996,0,False,False,996,False,False,False,True,False,False,False,False,108000
True,False,False,True,False,False,True,False,13346,True,40,1129,0,68.40684410646388,728,True,False,0.0,2000,1992,False,False,False,1095,590,False,False,2295,False,False,False,False,True,False,False,False,268000
True,False,False,True,False,False,True,False,6858,True,66,806,0,66.0,0,False,False,0.0,1950,1915,True,False,False,806,216,False,False,1647,False,False,False,False,False,False,False,False,128000
True,False,False,True,False,False,False,False,11198,True,39,1370,144,77.0,0,True,False,245.0,2007,2005,False,False,False,1122,656,True,False,2504,False,False,False,False,False,False,True,False,325000
True,False,False,False,False,False,False,False,10171,False,0,0,0,70.0,2,False,False,168.0,2004,2004,False,False,False,1517,532,False,False,1535,False,False,False,False,True,False,False,False,214000
True,False,False,False,False,False,True,False,12327,True,40,636,349,79.0,1441,True,False,0.0,2009,1983,False,False,False,1496,612,False,False,2132,False,False,False,False,False,True,False,False,316600
True,False,True,False,False,False,True,False,7032,False,0,0,42,68.40684410646388,943,False,True,0.0,1979,1979,False,False,False,943,600,False,False,943,False,False,False,True,False,False,False,False,135960
False,True,False,False,False,True,False,False,13101,False,0,0,0,74.0,231,False,False,108.0,1965,1965,False,False,False,1728,576,False,False,1728,False,False,False,True,False,False,False,False,142600
True,False,True,False,False,False,True,False,7332,False,0,0,168,60.0,414,False,False,207.0,1959,1959,False,False,False,864,288,False,False,864,False,False,False,False,False,False,False,False,120000
True,False,False,False,False,False,False,False,13159,True,114,846,208,83.0,0,False,False,0.0,2009,2009,True,False,False,846,650,False,False,1692,False,False,False,False,True,False,False,False,224500
True,False,False,False,False,False,False,False,9967,True,0,656,100,76.0,0,True,False,0.0,2000,2000,False,True,False,384,400,False,False,1430,False,False,False,False,True,False,False,False,170000
True,False,False,False,False,False,False,False,10500,False,0,533,35,70.0,349,False,False,82.0,2005,1971,False,False,False,372,288,False,False,1109,False,False,False,True,False,False,False,False,139000
True,False,True,False,False,False,False,False,8480,False,0,384,158,80.0,442,False,False,0.0,1950,1947,True,False,False,832,336,False,False,1216,False,False,False,True,False,False,False,False,118500
True,False,False,False,False,False,False,False,6292,False,50,600,0,52.0,0,True,False,0.0,1950,1928,True,False,False,861,216,False,False,1477,False,False,False,False,True,False,False,False,145000
True,False,False,False,False,False,True,False,11777,False,68,0,160,96.0,328,False,True,97.0,1966,1966,True,False,False,1164,564,False,False,1320,False,False,False,True,False,False,False,False,164500
True,False,True,False,False,False,False,False,3604,False,102,689,0,34.0,0,False,False,0.0,2007,2007,False,False,False,689,540,False,False,1392,False,False,False,False,True,False,False,False,146000
True,False,False,True,False,False,False,False,12150,False,0,745,0,81.0,0,False,False,335.0,1954,1954,False,False,False,1050,352,False,False,1795,False,False,False,True,False,False,False,False,131500
True,False,False,False,False,False,False,False,14585,False,110,0,216,68.40684410646388,594,False,True,85.0,1987,1960,False,False,False,1144,572,False,False,1429,False,False,False,False,False,False,False,False,181900
